"No.","Time","Source","Destination","Protocol","Length","Info"
"1528","108.181245","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=35520, ID=1434) [Reassembled in #1548]"
"1529","108.181327","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=37000, ID=1434) [Reassembled in #1548]"
"1530","108.181402","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=38480, ID=1434) [Reassembled in #1548]"
"1531","108.181478","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=39960, ID=1434) [Reassembled in #1548]"
"1532","108.181582","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=41440, ID=1434) [Reassembled in #1548]"
"1533","108.181759","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=42920, ID=1434) [Reassembled in #1548]"
"1534","108.181841","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=44400, ID=1434) [Reassembled in #1548]"
"1535","108.181917","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=45880, ID=1434) [Reassembled in #1548]"
"1536","108.181993","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=47360, ID=1434) [Reassembled in #1548]"
"1537","108.182105","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=48840, ID=1434) [Reassembled in #1548]"
"1538","108.182208","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=50320, ID=1434) [Reassembled in #1548]"
"1539","108.182311","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=51800, ID=1434) [Reassembled in #1548]"
"1540","108.182421","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=53280, ID=1434) [Reassembled in #1548]"
"1541","108.182496","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=54760, ID=1434) [Reassembled in #1548]"
"1542","108.182624","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=56240, ID=1434) [Reassembled in #1548]"
"1543","108.182713","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=57720, ID=1434) [Reassembled in #1548]"
"1544","108.182789","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=59200, ID=1434) [Reassembled in #1548]"
"1545","108.182892","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=60680, ID=1434) [Reassembled in #1548]"
"1546","108.182959","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=62160, ID=1434) [Reassembled in #1548]"
"1547","108.183030","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=63640, ID=1434) [Reassembled in #1548]"
"1548","108.183123","192.168.164.200","192.168.164.1","ICMP","422","Echo (ping) reply    id=0x0001, seq=167/42752, ttl=128 (request in 1503)"
"1549","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=0, ID=5358) [Reassembled in #1593]"
"1550","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=1480, ID=5358) [Reassembled in #1593]"
"1551","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=2960, ID=5358) [Reassembled in #1593]"
"1552","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=4440, ID=5358) [Reassembled in #1593]"
"1553","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=5920, ID=5358) [Reassembled in #1593]"
"1554","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=7400, ID=5358) [Reassembled in #1593]"
"1555","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=8880, ID=5358) [Reassembled in #1593]"
"1556","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=10360, ID=5358) [Reassembled in #1593]"
"1557","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=11840, ID=5358) [Reassembled in #1593]"
"1558","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=13320, ID=5358) [Reassembled in #1593]"
"1559","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=14800, ID=5358) [Reassembled in #1593]"
"1560","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=16280, ID=5358) [Reassembled in #1593]"
"1561","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=17760, ID=5358) [Reassembled in #1593]"
"1562","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=19240, ID=5358) [Reassembled in #1593]"
"1563","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=20720, ID=5358) [Reassembled in #1593]"
"1564","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=22200, ID=5358) [Reassembled in #1593]"
"1565","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=23680, ID=5358) [Reassembled in #1593]"
"1566","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=25160, ID=5358) [Reassembled in #1593]"
"1567","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=26640, ID=5358) [Reassembled in #1593]"
"1568","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=28120, ID=5358) [Reassembled in #1593]"
"1569","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=29600, ID=5358) [Reassembled in #1593]"
"1570","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=31080, ID=5358) [Reassembled in #1593]"
"1571","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=32560, ID=5358) [Reassembled in #1593]"
"1572","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=34040, ID=5358) [Reassembled in #1593]"
"1573","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=35520, ID=5358) [Reassembled in #1593]"
"1574","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=37000, ID=5358) [Reassembled in #1593]"
"1575","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=38480, ID=5358) [Reassembled in #1593]"
"1576","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=39960, ID=5358) [Reassembled in #1593]"
"1577","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=41440, ID=5358) [Reassembled in #1593]"
"1578","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=42920, ID=5358) [Reassembled in #1593]"
"1579","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=44400, ID=5358) [Reassembled in #1593]"
"1580","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=45880, ID=5358) [Reassembled in #1593]"
"1581","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=47360, ID=5358) [Reassembled in #1593]"
"1582","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=48840, ID=5358) [Reassembled in #1593]"
"1583","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=50320, ID=5358) [Reassembled in #1593]"
"1584","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=51800, ID=5358) [Reassembled in #1593]"
"1585","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=53280, ID=5358) [Reassembled in #1593]"
"1586","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=54760, ID=5358) [Reassembled in #1593]"
"1587","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=56240, ID=5358) [Reassembled in #1593]"
"1588","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=57720, ID=5358) [Reassembled in #1593]"
"1589","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=59200, ID=5358) [Reassembled in #1593]"
"1590","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=60680, ID=5358) [Reassembled in #1593]"
"1591","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=62160, ID=5358) [Reassembled in #1593]"
"1592","109.207786","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=63640, ID=5358) [Reassembled in #1593]"
"1593","109.207786","192.168.164.1","192.168.164.200","ICMP","422","Echo (ping) request  id=0x0001, seq=168/43008, ttl=128 (reply in 1638)"
"1594","109.209565","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=0, ID=1435) [Reassembled in #1638]"
"1595","109.209788","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=1480, ID=1435) [Reassembled in #1638]"
"1596","109.209894","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=2960, ID=1435) [Reassembled in #1638]"
"1597","109.209979","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=4440, ID=1435) [Reassembled in #1638]"
"1598","109.210052","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=5920, ID=1435) [Reassembled in #1638]"
"1599","109.210122","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=7400, ID=1435) [Reassembled in #1638]"
"1600","109.210193","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=8880, ID=1435) [Reassembled in #1638]"
"1601","109.210263","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=10360, ID=1435) [Reassembled in #1638]"
"1602","109.210335","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=11840, ID=1435) [Reassembled in #1638]"
"1603","109.210404","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=13320, ID=1435) [Reassembled in #1638]"
"1604","109.210474","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=14800, ID=1435) [Reassembled in #1638]"
"1605","109.210571","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=16280, ID=1435) [Reassembled in #1638]"
"1606","109.210664","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=17760, ID=1435) [Reassembled in #1638]"
"1607","109.210758","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=19240, ID=1435) [Reassembled in #1638]"
"1608","109.210835","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=20720, ID=1435) [Reassembled in #1638]"
"1609","109.210906","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=22200, ID=1435) [Reassembled in #1638]"
"1610","109.210976","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=23680, ID=1435) [Reassembled in #1638]"
"1611","109.211076","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=25160, ID=1435) [Reassembled in #1638]"
"1612","109.211235","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=26640, ID=1435) [Reassembled in #1638]"
"1613","109.211312","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=28120, ID=1435) [Reassembled in #1638]"
"1614","109.211383","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=29600, ID=1435) [Reassembled in #1638]"
"1615","109.211454","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=31080, ID=1435) [Reassembled in #1638]"
"1616","109.211555","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=32560, ID=1435) [Reassembled in #1638]"
"1617","109.211647","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=34040, ID=1435) [Reassembled in #1638]"
"1618","109.211740","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=35520, ID=1435) [Reassembled in #1638]"
"1619","109.211815","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=37000, ID=1435) [Reassembled in #1638]"
"1620","109.211884","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=38480, ID=1435) [Reassembled in #1638]"
"1621","109.211955","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=39960, ID=1435) [Reassembled in #1638]"
"1622","109.212024","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=41440, ID=1435) [Reassembled in #1638]"
"1623","109.212107","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=42920, ID=1435) [Reassembled in #1638]"
"1624","109.212178","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=44400, ID=1435) [Reassembled in #1638]"
"1625","109.212248","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=45880, ID=1435) [Reassembled in #1638]"
"1626","109.212317","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=47360, ID=1435) [Reassembled in #1638]"
"1627","109.212413","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=48840, ID=1435) [Reassembled in #1638]"
"1628","109.212507","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=50320, ID=1435) [Reassembled in #1638]"
"1629","109.212598","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=51800, ID=1435) [Reassembled in #1638]"
"1630","109.212690","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=53280, ID=1435) [Reassembled in #1638]"
"1631","109.212761","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=54760, ID=1435) [Reassembled in #1638]"
"1632","109.212831","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=56240, ID=1435) [Reassembled in #1638]"
"1633","109.212900","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=57720, ID=1435) [Reassembled in #1638]"
"1634","109.212970","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=59200, ID=1435) [Reassembled in #1638]"
"1635","109.213044","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=60680, ID=1435) [Reassembled in #1638]"
"1636","109.213208","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=62160, ID=1435) [Reassembled in #1638]"
"1637","109.213282","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=63640, ID=1435) [Reassembled in #1638]"
"1638","109.213382","192.168.164.200","192.168.164.1","ICMP","422","Echo (ping) reply    id=0x0001, seq=168/43008, ttl=128 (request in 1593)"
"1639","109.660169","fe80::a1e7:330f:2eca:c70d","ff02::1:2","DHCPv6","157","Solicit XID: 0x097d3c CID: 0001000130e49596000c2917bff1 "
"1640","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=0, ID=5359) [Reassembled in #1684]"
"1641","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=1480, ID=5359) [Reassembled in #1684]"
"1642","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=2960, ID=5359) [Reassembled in #1684]"
"1643","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=4440, ID=5359) [Reassembled in #1684]"
"1644","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=5920, ID=5359) [Reassembled in #1684]"
"1645","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=7400, ID=5359) [Reassembled in #1684]"
"1646","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=8880, ID=5359) [Reassembled in #1684]"
"1647","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=10360, ID=5359) [Reassembled in #1684]"
"1648","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=11840, ID=5359) [Reassembled in #1684]"
"1649","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=13320, ID=5359) [Reassembled in #1684]"
"1650","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=14800, ID=5359) [Reassembled in #1684]"
"1651","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=16280, ID=5359) [Reassembled in #1684]"
"1652","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=17760, ID=5359) [Reassembled in #1684]"
"1653","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=19240, ID=5359) [Reassembled in #1684]"
"1654","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=20720, ID=5359) [Reassembled in #1684]"
"1655","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=22200, ID=5359) [Reassembled in #1684]"
"1656","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=23680, ID=5359) [Reassembled in #1684]"
"1657","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=25160, ID=5359) [Reassembled in #1684]"
"1658","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=26640, ID=5359) [Reassembled in #1684]"
"1659","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=28120, ID=5359) [Reassembled in #1684]"
"1660","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=29600, ID=5359) [Reassembled in #1684]"
"1661","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=31080, ID=5359) [Reassembled in #1684]"
"1662","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=32560, ID=5359) [Reassembled in #1684]"
"1663","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=34040, ID=5359) [Reassembled in #1684]"
"1664","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=35520, ID=5359) [Reassembled in #1684]"
"1665","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=37000, ID=5359) [Reassembled in #1684]"
"1666","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=38480, ID=5359) [Reassembled in #1684]"
"1667","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=39960, ID=5359) [Reassembled in #1684]"
"1668","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=41440, ID=5359) [Reassembled in #1684]"
"1669","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=42920, ID=5359) [Reassembled in #1684]"
"1670","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=44400, ID=5359) [Reassembled in #1684]"
"1671","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=45880, ID=5359) [Reassembled in #1684]"
"1672","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=47360, ID=5359) [Reassembled in #1684]"
"1673","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=48840, ID=5359) [Reassembled in #1684]"
"1674","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=50320, ID=5359) [Reassembled in #1684]"
"1675","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=51800, ID=5359) [Reassembled in #1684]"
"1676","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=53280, ID=5359) [Reassembled in #1684]"
"1677","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=54760, ID=5359) [Reassembled in #1684]"
"1678","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=56240, ID=5359) [Reassembled in #1684]"
"1679","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=57720, ID=5359) [Reassembled in #1684]"
"1680","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=59200, ID=5359) [Reassembled in #1684]"
"1681","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=60680, ID=5359) [Reassembled in #1684]"
"1682","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=62160, ID=5359) [Reassembled in #1684]"
"1683","110.223814","192.168.164.1","192.168.164.200","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=63640, ID=5359) [Reassembled in #1684]"
"1684","110.223814","192.168.164.1","192.168.164.200","ICMP","422","Echo (ping) request  id=0x0001, seq=169/43264, ttl=128 (reply in 1729)"
"1685","110.225667","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=0, ID=1436) [Reassembled in #1729]"
"1686","110.225908","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=1480, ID=1436) [Reassembled in #1729]"
"1687","110.226131","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=2960, ID=1436) [Reassembled in #1729]"
"1688","110.226229","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=4440, ID=1436) [Reassembled in #1729]"
"1689","110.226321","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=5920, ID=1436) [Reassembled in #1729]"
"1690","110.226435","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=7400, ID=1436) [Reassembled in #1729]"
"1691","110.226538","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=8880, ID=1436) [Reassembled in #1729]"
"1692","110.226632","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=10360, ID=1436) [Reassembled in #1729]"
"1693","110.226726","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=11840, ID=1436) [Reassembled in #1729]"
"1694","110.226817","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=13320, ID=1436) [Reassembled in #1729]"
"1695","110.226910","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=14800, ID=1436) [Reassembled in #1729]"
"1696","110.227002","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=16280, ID=1436) [Reassembled in #1729]"
"1697","110.227096","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=17760, ID=1436) [Reassembled in #1729]"
"1698","110.227200","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=19240, ID=1436) [Reassembled in #1729]"
"1699","110.227276","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=20720, ID=1436) [Reassembled in #1729]"
"1700","110.227346","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=22200, ID=1436) [Reassembled in #1729]"
"1701","110.227416","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=23680, ID=1436) [Reassembled in #1729]"
"1702","110.227520","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=25160, ID=1436) [Reassembled in #1729]"
"1703","110.227771","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=26640, ID=1436) [Reassembled in #1729]"
"1704","110.227856","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=28120, ID=1436) [Reassembled in #1729]"
"1705","110.227931","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=29600, ID=1436) [Reassembled in #1729]"
"1706","110.228003","192.168.164.200","192.168.164.1","IPv4","1514","Fragmented IP protocol (proto=ICMP 1, off=31080, ID=1436) [Reassembled in #1729]"
